camera,day,frame_file,frame_path,timestamp,person_id_in_frame,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,center_x,center_y,confidence
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,2,949.3,818.61,1025.99,1026.47,76.69,207.87,15941.92,987.65,922.54,0.6368
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,3,409.09,678.76,477.0,831.98,67.91,153.22,10404.89,443.04,755.37,0.6325
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,4,1518.47,368.54,1556.59,470.22,38.12,101.68,3876.19,1537.53,419.38,0.5845
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,5,661.19,591.61,714.43,755.36,53.24,163.75,8718.18,687.81,673.49,0.5585
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,6,1099.62,388.59,1139.74,498.68,40.12,110.09,4417.26,1119.68,443.63,0.5537
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,7,58.32,1002.69,124.11,1080.0,65.79,77.31,5085.83,91.21,1041.35,0.3906
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,8,940.07,501.38,990.95,637.41,50.88,136.03,6920.97,965.51,569.4,0.3365
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,9,955.58,399.43,989.75,485.69,34.17,86.27,2947.68,972.67,442.56,0.3114
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,10,914.35,394.72,947.15,484.52,32.8,89.8,2945.59,930.75,439.62,0.2959
balcony,day1,balcony_day1_18-00-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-12.jpg,18:00:12,11,520.01,169.07,568.33,238.02,48.32,68.95,3331.96,544.17,203.55,0.2902
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,1,932.38,575.57,982.44,731.81,50.07,156.23,7821.83,957.41,653.69,0.7681
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,2,42.91,194.69,148.47,315.41,105.55,120.72,12741.67,95.69,255.05,0.7572
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,3,1531.76,482.32,1591.28,608.06,59.52,125.74,7484.19,1561.52,545.19,0.7339
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,4,477.98,709.79,570.75,895.92,92.77,186.13,17267.91,524.36,802.86,0.702
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,5,151.45,209.42,229.84,303.78,78.39,94.36,7396.9,190.65,256.6,0.6558
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,6,1031.74,603.01,1099.67,792.52,67.93,189.51,12873.24,1065.7,697.77,0.6488
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,7,1469.69,458.95,1527.0,602.69,57.32,143.75,8238.91,1498.35,530.82,0.6151
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,8,996.58,614.46,1048.43,776.5,51.84,162.04,8400.44,1022.51,695.48,0.6076
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,9,743.63,529.77,797.39,661.56,53.76,131.8,7084.79,770.51,595.66,0.5954
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,10,1745.62,433.24,1815.65,518.56,70.03,85.32,5975.13,1780.63,475.9,0.5914
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,11,1107.21,524.7,1163.95,694.04,56.74,169.34,9607.9,1135.58,609.37,0.5901
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,12,804.83,513.0,859.55,688.17,54.72,175.17,9584.85,832.19,600.58,0.5598
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,13,253.5,188.6,326.02,284.41,72.52,95.81,6947.94,289.76,236.5,0.4453
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,14,1642.79,312.67,1691.53,405.27,48.74,92.6,4513.11,1667.16,358.97,0.4144
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,15,1055.12,607.87,1100.09,789.16,44.97,181.29,8151.7,1077.6,698.52,0.2688
balcony,day1,balcony_day1_18-00-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-15.jpg,18:00:15,16,1148.21,513.34,1199.28,650.93,51.07,137.59,7026.65,1173.74,582.14,0.2549
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,1,1577.99,76.77,1674.25,294.36,96.26,217.59,20943.86,1626.12,185.56,0.6788
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,2,1341.66,158.86,1430.27,356.31,88.61,197.45,17495.16,1385.96,257.58,0.6494
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,3,910.68,109.58,973.26,307.62,62.58,198.04,12392.77,941.97,208.6,0.6265
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,4,1382.1,168.18,1506.09,383.41,123.99,215.23,26686.12,1444.09,275.79,0.6244
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,5,505.86,207.67,617.85,404.65,111.99,196.98,22059.87,561.86,306.16,0.6216
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,6,1311.39,93.3,1393.55,314.77,82.17,221.47,18196.96,1352.47,204.04,0.5158
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,7,1653.2,32.63,1723.34,228.25,70.13,195.62,13719.27,1688.27,130.44,0.5098
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,8,1552.37,25.11,1639.46,200.29,87.09,175.18,15256.65,1595.92,112.7,0.3795
balcony,day1,balcony_day1_18-00-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-18.jpg,18:00:18,9,1482.29,571.27,1598.78,707.31,116.49,136.04,15846.55,1540.53,639.29,0.3275
balcony,day1,balcony_day1_18-00-21.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-21.jpg,18:00:21,1,941.36,0.0,1009.25,197.57,67.89,197.57,13413.17,975.31,98.79,0.714
balcony,day1,balcony_day1_18-00-21.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-21.jpg,18:00:21,2,633.57,170.05,682.24,264.64,48.67,94.59,4604.06,657.9,217.35,0.5102
balcony,day1,balcony_day1_18-00-21.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-21.jpg,18:00:21,3,1440.38,463.47,1595.05,655.52,154.68,192.05,29704.98,1517.71,559.5,0.3663
balcony,day1,balcony_day1_18-00-24.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-24.jpg,18:00:24,1,1289.73,1.37,1405.48,102.14,115.75,100.77,11664.27,1347.6,51.75,0.8299
balcony,day1,balcony_day1_18-00-24.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-24.jpg,18:00:24,2,1666.73,14.08,1808.76,233.12,142.03,219.03,31108.48,1737.75,123.6,0.8135
balcony,day1,balcony_day1_18-00-24.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-24.jpg,18:00:24,3,1840.64,48.89,1919.54,256.65,78.9,207.77,16393.68,1880.09,152.77,0.46
balcony,day1,balcony_day1_18-00-33.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-33.jpg,18:00:33,1,1016.45,6.44,1112.92,116.21,96.47,109.77,10588.85,1064.68,61.32,0.7109
balcony,day1,balcony_day1_18-00-36.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-36.jpg,18:00:36,1,1020.16,6.51,1112.43,113.73,92.27,107.23,9893.51,1066.29,60.12,0.6763
balcony,day1,balcony_day1_18-00-39.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-39.jpg,18:00:39,1,1020.16,6.51,1112.43,113.73,92.27,107.23,9893.51,1066.29,60.12,0.6763
balcony,day1,balcony_day1_18-00-42.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-42.jpg,18:00:42,1,1020.16,6.51,1112.43,113.73,92.27,107.23,9893.51,1066.29,60.12,0.6763
balcony,day1,balcony_day1_18-00-45.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-45.jpg,18:00:45,1,462.95,289.97,595.72,529.1,132.77,239.13,31748.21,529.33,409.54,0.862
balcony,day1,balcony_day1_18-00-45.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-45.jpg,18:00:45,2,255.5,441.42,409.76,671.47,154.26,230.04,35486.73,332.63,556.44,0.7149
balcony,day1,balcony_day1_18-00-45.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-45.jpg,18:00:45,3,332.08,332.41,444.17,540.02,112.09,207.61,23270.34,388.12,436.22,0.6439
balcony,day1,balcony_day1_18-00-45.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-45.jpg,18:00:45,4,438.68,455.88,562.69,664.45,124.01,208.56,25863.16,500.68,560.16,0.5516
balcony,day1,balcony_day1_18-00-45.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-45.jpg,18:00:45,5,333.6,333.93,439.23,477.27,105.63,143.34,15141.05,386.41,405.6,0.3903
balcony,day1,balcony_day1_18-00-48.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-48.jpg,18:00:48,1,833.76,508.23,942.15,732.56,108.39,224.33,24315.64,887.95,620.39,0.7852
balcony,day1,balcony_day1_18-00-48.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-48.jpg,18:00:48,2,755.3,643.76,875.18,861.93,119.88,218.17,26153.85,815.24,752.85,0.631
balcony,day1,balcony_day1_18-00-48.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-48.jpg,18:00:48,3,937.22,442.75,1031.5,645.76,94.28,203.01,19139.18,984.36,544.25,0.5705
balcony,day1,balcony_day1_18-00-48.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-48.jpg,18:00:48,4,957.12,619.1,1090.29,838.89,133.17,219.8,29270.29,1023.71,729.0,0.2845
balcony,day1,balcony_day1_18-00-54.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-54.jpg,18:00:54,1,1410.5,2.62,1526.36,151.56,115.86,148.94,17255.31,1468.43,77.09,0.5704
balcony,day1,balcony_day1_18-00-57.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-57.jpg,18:00:57,1,647.65,0.0,758.02,202.85,110.36,202.85,22387.02,702.84,101.42,0.8198
balcony,day1,balcony_day1_18-00-57.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-57.jpg,18:00:57,2,1758.61,41.85,1919.11,303.65,160.5,261.8,42018.51,1838.86,172.75,0.432
balcony,day1,balcony_day1_18-00-57.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-00-57.jpg,18:00:57,3,1065.06,0.0,1132.5,59.89,67.45,59.89,4039.48,1098.78,29.95,0.4314
balcony,day1,balcony_day1_18-01-00.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-00.jpg,18:01:00,1,1480.42,681.7,1702.92,885.95,222.5,204.25,45444.83,1591.67,783.82,0.7669
balcony,day1,balcony_day1_18-01-00.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-00.jpg,18:01:00,2,1542.63,863.72,1804.0,1080.0,261.37,216.28,56529.93,1673.32,971.86,0.7461
balcony,day1,balcony_day1_18-01-06.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-06.jpg,18:01:06,1,777.75,578.87,905.84,763.83,128.09,184.96,23691.09,841.79,671.35,0.6038
balcony,day1,balcony_day1_18-01-06.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-06.jpg,18:01:06,2,721.54,658.17,833.3,821.46,111.77,163.28,18249.94,777.42,739.81,0.3813
balcony,day1,balcony_day1_18-01-09.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-09.jpg,18:01:09,1,901.78,180.95,948.08,346.12,46.3,165.17,7647.26,924.93,263.54,0.7184
balcony,day1,balcony_day1_18-01-09.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-09.jpg,18:01:09,2,952.41,202.9,1031.44,359.0,79.04,156.1,12337.43,991.92,280.95,0.7064
balcony,day1,balcony_day1_18-01-09.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-09.jpg,18:01:09,3,1572.4,825.16,1721.8,1063.3,149.39,238.14,35576.64,1647.1,944.23,0.6619
balcony,day1,balcony_day1_18-01-09.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-09.jpg,18:01:09,4,1245.93,213.98,1301.48,375.16,55.55,161.17,8953.39,1273.7,294.57,0.6231
balcony,day1,balcony_day1_18-01-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-12.jpg,18:01:12,1,954.98,202.88,1030.41,359.51,75.43,156.63,11815.43,992.69,281.19,0.715
balcony,day1,balcony_day1_18-01-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-12.jpg,18:01:12,2,903.43,179.61,946.26,347.78,42.83,168.17,7202.77,924.85,263.7,0.7141
balcony,day1,balcony_day1_18-01-12.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-12.jpg,18:01:12,3,1643.69,413.62,1744.2,603.11,100.5,189.49,19044.43,1693.95,508.37,0.6845
balcony,day1,balcony_day1_18-01-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-15.jpg,18:01:15,1,900.48,177.13,948.76,347.94,48.29,170.8,8247.78,924.62,262.53,0.7289
balcony,day1,balcony_day1_18-01-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-15.jpg,18:01:15,2,970.87,206.55,1029.44,366.6,58.57,160.04,9373.03,1000.16,286.58,0.7182
balcony,day1,balcony_day1_18-01-15.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-15.jpg,18:01:15,3,902.59,591.06,1060.69,857.84,158.1,266.78,42177.77,981.64,724.45,0.5173
balcony,day1,balcony_day1_18-01-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-18.jpg,18:01:18,1,972.33,208.85,1030.7,366.2,58.37,157.34,9184.51,1001.51,287.53,0.7829
balcony,day1,balcony_day1_18-01-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-18.jpg,18:01:18,2,894.55,176.91,943.96,344.12,49.42,167.2,8262.84,919.26,260.52,0.7318
balcony,day1,balcony_day1_18-01-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-18.jpg,18:01:18,3,604.08,330.5,702.54,542.67,98.46,212.17,20890.67,653.31,436.58,0.6832
balcony,day1,balcony_day1_18-01-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-18.jpg,18:01:18,4,596.94,1.16,640.11,86.45,43.17,85.28,3681.56,618.53,43.81,0.4214
balcony,day1,balcony_day1_18-01-18.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-18.jpg,18:01:18,5,604.85,329.87,701.95,463.23,97.11,133.37,12950.8,653.4,396.55,0.4145
balcony,day1,balcony_day1_18-01-21.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-21.jpg,18:01:21,1,973.35,207.52,1027.77,367.43,54.41,159.92,8701.65,1000.56,287.48,0.8026
balcony,day1,balcony_day1_18-01-21.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-21.jpg,18:01:21,2,906.2,181.9,951.49,344.29,45.29,162.39,7354.59,928.85,263.1,0.6896
balcony,day1,balcony_day1_18-01-24.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-24.jpg,18:01:24,1,975.42,204.56,1027.86,367.42,52.44,162.85,8540.75,1001.64,285.99,0.791
balcony,day1,balcony_day1_18-01-24.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-24.jpg,18:01:24,2,907.43,177.74,954.84,342.84,47.41,165.1,7827.63,931.14,260.29,0.7017
balcony,day1,balcony_day1_18-01-27.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-27.jpg,18:01:27,1,969.24,206.96,1026.95,366.77,57.71,159.81,9222.32,998.1,286.87,0.7704
balcony,day1,balcony_day1_18-01-27.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-27.jpg,18:01:27,2,906.28,180.12,953.65,344.33,47.37,164.21,7778.18,929.97,262.23,0.711
balcony,day1,balcony_day1_18-01-27.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-27.jpg,18:01:27,3,1212.44,959.44,1331.6,1080.0,119.17,120.56,14367.06,1272.02,1019.72,0.6679
balcony,day1,balcony_day1_18-01-30.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-30.jpg,18:01:30,1,683.72,0.0,733.83,133.69,50.11,133.69,6698.97,708.77,66.85,0.5699
balcony,day1,balcony_day1_18-01-30.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-30.jpg,18:01:30,2,809.87,50.06,850.16,173.48,40.29,123.41,4972.89,830.02,111.77,0.5517
balcony,day1,balcony_day1_18-01-30.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-30.jpg,18:01:30,3,726.02,1.43,770.48,113.73,44.46,112.3,4993.01,748.25,57.58,0.4464
balcony,day1,balcony_day1_18-01-30.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-30.jpg,18:01:30,4,676.91,0.16,722.61,135.09,45.7,134.93,6166.19,699.76,67.63,0.2547
balcony,day1,balcony_day1_18-01-33.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-33.jpg,18:01:33,1,1577.27,339.77,1683.61,555.97,106.34,216.2,22989.82,1630.44,447.87,0.795
balcony,day1,balcony_day1_18-01-33.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-33.jpg,18:01:33,2,706.55,6.97,751.48,124.07,44.93,117.1,5261.1,729.01,65.52,0.5421
balcony,day1,balcony_day1_18-01-33.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-33.jpg,18:01:33,3,722.23,148.61,771.3,243.95,49.07,95.33,4677.62,746.77,196.28,0.2594
balcony,day1,balcony_day1_18-01-36.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-36.jpg,18:01:36,1,1760.51,414.67,1917.25,648.37,156.75,233.69,36630.82,1838.88,531.52,0.8073
balcony,day1,balcony_day1_18-01-36.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-36.jpg,18:01:36,2,1199.05,195.21,1284.42,359.14,85.37,163.94,13995.53,1241.73,277.17,0.626
balcony,day1,balcony_day1_18-01-36.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-36.jpg,18:01:36,3,308.12,323.25,401.53,463.31,93.41,140.05,13082.37,354.83,393.28,0.6166
balcony,day1,balcony_day1_18-01-36.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-36.jpg,18:01:36,4,1115.32,183.19,1170.89,350.66,55.57,167.47,9306.37,1143.1,266.92,0.5603
balcony,day1,balcony_day1_18-01-39.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-39.jpg,18:01:39,1,670.54,307.78,759.38,491.93,88.83,184.16,16359.54,714.96,399.85,0.8035
balcony,day1,balcony_day1_18-01-39.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-39.jpg,18:01:39,2,598.27,375.17,677.48,573.11,79.21,197.95,15679.52,637.88,474.14,0.8027
balcony,day1,balcony_day1_18-01-39.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-39.jpg,18:01:39,3,1447.7,258.07,1524.45,453.14,76.75,195.07,14971.12,1486.07,355.61,0.7036
balcony,day1,balcony_day1_18-01-39.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-39.jpg,18:01:39,4,1359.1,298.13,1472.01,483.56,112.91,185.43,20935.85,1415.56,390.84,0.5159
balcony,day1,balcony_day1_18-01-39.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-39.jpg,18:01:39,5,1401.93,279.82,1466.95,490.22,65.03,210.4,13681.82,1434.44,385.02,0.4618
balcony,day1,balcony_day1_18-01-39.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-39.jpg,18:01:39,6,1019.65,120.62,1098.0,289.02,78.35,168.4,13195.07,1058.83,204.82,0.4002
balcony,day1,balcony_day1_18-01-42.jpg,data/raw_frames/balcony/day1 (04-08)/balcony_day1_18-01-42.jpg,18:01:42,1,1165.87,169.65,1232.17,343.73,66.3,174.08,11541.8,1199.02,256.69,0.7089
